,text,original_label,identifier,label,column
5276,3,999,2017/0122(COD)_24,2,COM
5277,o link s to other alerts issued in SIS pursuant to Article 53,999,2016/0409(COD)_317,2,COM
5278,Article 26 shall not apply in respect of existing geographical designations referred to in paragraph 1 of this Article,999,2011/0231(COD)_112,2,Council
5279,4 Member States in cooperation with the Commission shall ensure that the provision of access to broadband content and services using the 790 862 MHz 800MHz band is encouraged in sparsely populated areas in particular through coverage obligations in doing so they shall examine ways and where necessary take appropriate measures to ensure that the freeing of the 800 MHz band does not adversely affect programme making and special events PMSE users,1,2010/0252(COD)_64,1,COM
5280,Those consultations should be held both during the initial drafting of the plans 8 and after their adoption in particular 3 when significant changes have taken place with regards to the requirements in Articles 4 6 and 7 The detailed requirements for the development of such plans are set out in Annex 1,999,2018/0012(COD)_304,2,COM
5281,g a comparison of the daily end of day value at risk measures to the one day changes of the portfolios value by the end of the subsequent business day together with an analysis of any important overshooting during the reporting period,999,2011/0202(COD)_4862,2,COM
5282,The Administrative Board shall adopt in accordance with the procedure provided for in Article 110 of the Staff Regulations a decision based on Article 2 1 of the Staff Regulations and on Article 6 of the Conditions of Employment of other servants delegating the relevant appointing authority powers to the Executive Director and defining the conditions under which this delegation of powers can be suspended The Executive Director shall be authorised to sub delegate these powers,999,2013/0022(COD)_103,2,Council
5283,b at website level the description of how compliance with the web accessibility requirements set outin Article 3 is to be demonstrated directly referencing the relevant descriptions in the harmonised standard or in its absence in the European standards referred to in Articles 4 and,1,2012/0340(COD)_113,1,Council
5284,Article 5 Procedure for the exchange of information between Member States,999,2017/0128(COD)_318,2,Council
5285,3 Sending organisations deploying volunteers in operations outside the Union shall be responsible for the monitoring of their activities and shall submit to the Commission monitoring reports on a regular basis safeguarding all rights of individual volunteers regarding personal data protection,1,2012/0245(COD)_150,1,EP
5286,ii have a good track record of participation in Union research and innovation programmes,999,2011/0401(COD)_55,2,COM
5287,15b This also means that for a reasonable period after leaving the national administrative competition authority whenever former staff or those who took decisions in the national administrative competition authority engage in an occupation which is related to the proceedings for the application of Article 101 or 102 TFEU with which they were dealing during their employment or term of office they should not be involved in the same case in their new occupation,999,2017/0063(COD)_32,2,Council
5288,a the title is replaced by the following Billing information for gas,999,2016/0376(COD)_187,2,COM
5289,38 Owing to their technical nature level of detail and need for regular updating certain aspects of SIS cannot be covered exhaustively by the provisions of this Regulation These include for example technical rules on entering data updating deleting and searching data data quality and search rules related to biometric identifier s data rules on compatibility and priority of alerts the adding of flags links between alerts setting theexpiry date of alerts within the maximum time limit and the exchange of supplementary information Implementing powers in respect of those aspects should therefore be conferred to the Commission Technical rules on searching alerts should take into account the smooth operation of national applications,1,2016/0408(COD)_51,1,Council
